unit	files	lines	class_key	in_build
src/sql/engine/expr/ob_expr_date	src/sql/engine/expr/ob_expr_date.cpp,src/sql/engine/expr/ob_expr_date.h	126	oceanbase::sql::ObExprDate	yes
src/sql/engine/expr/ob_expr_date_add	src/sql/engine/expr/ob_expr_date_add.cpp,src/sql/engine/expr/ob_expr_date_add.h	560	oceanbase::sql::ObExprDateAdd	yes
src/sql/engine/expr/ob_expr_date_diff	src/sql/engine/expr/ob_expr_date_diff.cpp,src/sql/engine/expr/ob_expr_date_diff.h	154	oceanbase::sql::ObExprDateDiff	yes
src/sql/engine/expr/ob_expr_date_format	src/sql/engine/expr/ob_expr_date_format.cpp,src/sql/engine/expr/ob_expr_date_format.h	407	oceanbase::sql::ObExprDateFormat	yes
src/sql/engine/expr/ob_expr_day_of_func	src/sql/engine/expr/ob_expr_day_of_func.cpp,src/sql/engine/expr/ob_expr_day_of_func.h	927	oceanbase::sql::ObExprSubAddtime	yes
src/sql/engine/expr/ob_expr_decode_trace_id	src/sql/engine/expr/ob_expr_decode_trace_id.cpp,src/sql/engine/expr/ob_expr_decode_trace_id.h	175	oceanbase::sql::ObExprDecodeTraceId	yes
src/sql/engine/expr/ob_expr_degrees	src/sql/engine/expr/ob_expr_degrees.cpp,src/sql/engine/expr/ob_expr_degrees.h	132	oceanbase::sql::ObExprDegrees	yes
src/sql/engine/expr/ob_expr_demote_cast	src/sql/engine/expr/ob_expr_demote_cast.cpp,src/sql/engine/expr/ob_expr_demote_cast.h	720	oceanbase::sql::ObExprDemoteCast	yes
src/sql/engine/expr/ob_expr_des_hex_str	src/sql/engine/expr/ob_expr_des_hex_str.cpp,src/sql/engine/expr/ob_expr_des_hex_str.h	159	oceanbase::sql::ObExprDesHexStr	yes
src/sql/engine/expr/ob_expr_div	src/sql/engine/expr/ob_expr_div.cpp,src/sql/engine/expr/ob_expr_div.h,src/sql/engine/expr/ob_expr_div_decint.ipp	1123	oceanbase::sql::ObExprDiv	yes
src/sql/engine/expr/ob_expr_div_promotion	src/sql/engine/expr/ob_expr_div_promotion.map	1014	-	yes
src/sql/engine/expr/ob_expr_div_result_type	src/sql/engine/expr/ob_expr_div_result_type.map	2009	-	yes
src/sql/engine/expr/ob_expr_doc_id	src/sql/engine/expr/ob_expr_doc_id.cpp,src/sql/engine/expr/ob_expr_doc_id.h	177	oceanbase::sql::ObExprDocID	yes
src/sql/engine/expr/ob_expr_doc_length	src/sql/engine/expr/ob_expr_doc_length.cpp,src/sql/engine/expr/ob_expr_doc_length.h	138	oceanbase::sql::ObExprDocLength	yes
src/sql/engine/expr/ob_expr_element_at	src/sql/engine/expr/ob_expr_element_at.cpp,src/sql/engine/expr/ob_expr_element_at.h	267	oceanbase::sql::ObExprElementAt	yes
src/sql/engine/expr/ob_expr_elt	src/sql/engine/expr/ob_expr_elt.cpp,src/sql/engine/expr/ob_expr_elt.h	151	oceanbase::sql::ObExprElt	yes
src/sql/engine/expr/ob_expr_embedded_vec	src/sql/engine/expr/ob_expr_embedded_vec.cpp,src/sql/engine/expr/ob_expr_embedded_vec.h	210	oceanbase::sql::ObExprEmbeddedVec	yes
src/sql/engine/expr/ob_expr_encode_sortkey	src/sql/engine/expr/ob_expr_encode_sortkey.cpp,src/sql/engine/expr/ob_expr_encode_sortkey.h	395	oceanbase::sql::ObExprEncodeSortkey	yes
src/sql/engine/expr/ob_expr_encrypt	src/sql/engine/expr/ob_expr_encrypt.cpp,src/sql/engine/expr/ob_expr_encrypt.h	1256	oceanbase::sql::ObExprEncrypt	yes
src/sql/engine/expr/ob_expr_equal	src/sql/engine/expr/ob_expr_equal.cpp,src/sql/engine/expr/ob_expr_equal.h	126	oceanbase::sql::ObExprEqual	yes
src/sql/engine/expr/ob_expr_errno	src/sql/engine/expr/ob_expr_errno.cpp,src/sql/engine/expr/ob_expr_errno.h	174	oceanbase::sql::ObExprErrno	yes
src/sql/engine/expr/ob_expr_estimate_ndv	src/sql/engine/expr/ob_expr_estimate_ndv.cpp,src/sql/engine/expr/ob_expr_estimate_ndv.h	224	oceanbase::sql::ObExprEstimateNdv	yes
src/sql/engine/expr/ob_expr_exists	src/sql/engine/expr/ob_expr_exists.cpp,src/sql/engine/expr/ob_expr_exists.h	118	oceanbase::sql::ObExprExists	yes
src/sql/engine/expr/ob_expr_exp	src/sql/engine/expr/ob_expr_exp.cpp,src/sql/engine/expr/ob_expr_exp.h	147	oceanbase::sql::ObExprExp	yes
src/sql/engine/expr/ob_expr_export_set	src/sql/engine/expr/ob_expr_export_set.cpp,src/sql/engine/expr/ob_expr_export_set.h	252	oceanbase::sql::ObExprExportSet	yes
src/sql/engine/expr/ob_expr_extra_info_factory	src/query/api/query/engine/expr/ob_expr_extra_info_factory.h,src/sql/engine/expr/ob_expr_extra_info_factory.cpp,src/sql/engine/expr/ob_expr_extra_info_factory.h	214	oceanbase::sql::ObExprExtraInfoFactory	yes
src/sql/engine/expr/ob_expr_extract	src/sql/engine/expr/ob_expr_extract.cpp,src/sql/engine/expr/ob_expr_extract.h	301	oceanbase::sql::ObExprExtract	yes
src/sql/engine/expr/ob_expr_extract_cert_expired_time	src/sql/engine/expr/ob_expr_extract_cert_expired_time.cpp,src/sql/engine/expr/ob_expr_extract_cert_expired_time.h	150	oceanbase::sql::ObExprExtractExpiredTime	yes
src/sql/engine/expr/ob_expr_extract_value	src/sql/engine/expr/ob_expr_extract_value.cpp,src/sql/engine/expr/ob_expr_extract_value.h	451	oceanbase::sql::ObExprExtractValue	yes
src/sql/engine/expr/ob_expr_field	src/sql/engine/expr/ob_expr_field.cpp,src/sql/engine/expr/ob_expr_field.h	269	oceanbase::sql::ObExprField	yes
src/sql/engine/expr/ob_expr_find_in_set	src/sql/engine/expr/ob_expr_find_in_set.cpp,src/sql/engine/expr/ob_expr_find_in_set.h	391	oceanbase::sql::ObExprFindInSet	yes
src/sql/engine/expr/ob_expr_format	src/sql/engine/expr/ob_expr_format.cpp,src/sql/engine/expr/ob_expr_format.h	440	oceanbase::sql::ObExprFormat	yes
src/sql/engine/expr/ob_expr_format_bytes	src/sql/engine/expr/ob_expr_format_bytes.cpp,src/sql/engine/expr/ob_expr_format_bytes.h	210	oceanbase::sql::ObExprFormatBytes	yes
src/sql/engine/expr/ob_expr_format_pico_time	src/sql/engine/expr/ob_expr_format_pico_time.cpp,src/sql/engine/expr/ob_expr_format_pico_time.h	214	oceanbase::sql::ObExprFormatPicoTime	yes
src/sql/engine/expr/ob_expr_found_rows	src/sql/engine/expr/ob_expr_found_rows.cpp,src/sql/engine/expr/ob_expr_found_rows.h	111	oceanbase::sql::ObExprFoundRows	yes
src/sql/engine/expr/ob_expr_frame_info	src/sql/engine/expr/ob_expr_frame_info.cpp,src/sql/engine/expr/ob_expr_frame_info.h	874	oceanbase::sql::ObExprFrameInfo	yes
src/sql/engine/expr/ob_expr_from_base64	src/sql/engine/expr/ob_expr_from_base64.cpp,src/sql/engine/expr/ob_expr_from_base64.h	235	oceanbase::sql::ObExprFromBase64	yes
src/sql/engine/expr/ob_expr_from_days	src/sql/engine/expr/ob_expr_from_days.cpp,src/sql/engine/expr/ob_expr_from_days.h	131	oceanbase::sql::ObExprFromDays	yes
src/sql/engine/expr/ob_expr_from_unix_time	src/sql/engine/expr/ob_expr_from_unix_time.cpp,src/sql/engine/expr/ob_expr_from_unix_time.h	407	oceanbase::sql::ObExprFromUnixTime	yes
src/sql/engine/expr/ob_expr_fun_default	src/sql/engine/expr/ob_expr_fun_default.cpp,src/sql/engine/expr/ob_expr_fun_default.h	174	oceanbase::sql::ObExprFunDefault	yes
src/sql/engine/expr/ob_expr_fun_values	src/sql/engine/expr/ob_expr_fun_values.cpp,src/sql/engine/expr/ob_expr_fun_values.h	123	oceanbase::sql::ObExprFunValues	yes
src/sql/engine/expr/ob_expr_func_ceil	src/sql/engine/expr/ob_expr_func_ceil.cpp,src/sql/engine/expr/ob_expr_func_ceil.h	540	oceanbase::sql::ObExprFuncCeil	yes
src/sql/engine/expr/ob_expr_func_dump	src/sql/engine/expr/ob_expr_func_dump.cpp,src/sql/engine/expr/ob_expr_func_dump.h	315	oceanbase::sql::ObExprFuncDump	yes
src/sql/engine/expr/ob_expr_func_part_hash	src/sql/engine/expr/ob_expr_func_part_hash.cpp,src/sql/engine/expr/ob_expr_func_part_hash.h	267	oceanbase::sql::ObExprFuncPartHash	yes
src/sql/engine/expr/ob_expr_func_partition_key	src/sql/engine/expr/ob_expr_func_partition_key.cpp,src/sql/engine/expr/ob_expr_func_partition_key.h	180	oceanbase::sql::ObExprFuncPartKey	yes
src/sql/engine/expr/ob_expr_func_round	src/sql/engine/expr/ob_expr_func_round.cpp,src/sql/engine/expr/ob_expr_func_round.h	775	oceanbase::sql::ObExprFuncRound	yes
src/sql/engine/expr/ob_expr_func_sleep	src/sql/engine/expr/ob_expr_func_sleep.cpp,src/sql/engine/expr/ob_expr_func_sleep.h	181	oceanbase::sql::ObExprSleep	yes
src/sql/engine/expr/ob_expr_generator_func	src/sql/engine/expr/ob_expr_generator_func.cpp,src/sql/engine/expr/ob_expr_generator_func.h	158	oceanbase::sql::ObExprGeneratorFunc	yes
src/sql/engine/expr/ob_expr_get_mysql_routine_parameter_type_str	src/sql/engine/expr/ob_expr_get_mysql_routine_parameter_type_str.cpp,src/sql/engine/expr/ob_expr_get_mysql_routine_parameter_type_str.h	149	oceanbase::sql::ObExprGetMySQLRoutineParameterTypeStr	yes
src/sql/engine/expr/ob_expr_get_package_var	src/sql/engine/expr/ob_expr_get_package_var.cpp,src/sql/engine/expr/ob_expr_get_package_var.h	250	oceanbase::sql::ObExprGetPackageVar	yes
src/sql/engine/expr/ob_expr_get_path	src/sql/engine/expr/ob_expr_get_path.cpp,src/sql/engine/expr/ob_expr_get_path.h	81	oceanbase::sql::ObExprGetPath	yes
src/sql/engine/expr/ob_expr_get_subprogram_var	src/sql/engine/expr/ob_expr_get_subprogram_var.cpp,src/sql/engine/expr/ob_expr_get_subprogram_var.h	158	oceanbase::sql::ObExprGetSubprogramVar	yes
src/sql/engine/expr/ob_expr_get_sys_var	src/sql/engine/expr/ob_expr_get_sys_var.cpp,src/sql/engine/expr/ob_expr_get_sys_var.h	379	oceanbase::sql::ObExprGetSysVar	yes
src/sql/engine/expr/ob_expr_get_user_var	src/sql/engine/expr/ob_expr_get_user_var.cpp,src/sql/engine/expr/ob_expr_get_user_var.h	216	oceanbase::sql::ObExprGetUserVar	yes
src/sql/engine/expr/ob_expr_greater_equal	src/sql/engine/expr/ob_expr_greater_equal.cpp,src/sql/engine/expr/ob_expr_greater_equal.h	77	oceanbase::sql::ObExprGreaterEqual	yes
src/sql/engine/expr/ob_expr_greater_than	src/sql/engine/expr/ob_expr_greater_than.cpp,src/sql/engine/expr/ob_expr_greater_than.h	80	oceanbase::sql::ObExprGreaterThan	yes
src/sql/engine/expr/ob_expr_greatest	src/sql/engine/expr/ob_expr_greatest.cpp,src/sql/engine/expr/ob_expr_greatest.h	85	oceanbase::sql::ObExprGreatest	yes
src/sql/engine/expr/ob_expr_gtid	src/sql/engine/expr/ob_expr_gtid.cpp,src/sql/engine/expr/ob_expr_gtid.h	340	oceanbase::sql::ObExprGTID	yes
src/sql/engine/expr/ob_expr_hash	src/sql/engine/expr/ob_expr_hash.cpp,src/sql/engine/expr/ob_expr_hash.h	180	oceanbase::sql::ObExprHash	yes
src/sql/engine/expr/ob_expr_hex	src/sql/engine/expr/ob_expr_hex.cpp,src/sql/engine/expr/ob_expr_hex.h	282	oceanbase::sql::ObExprHex	yes
src/sql/engine/expr/ob_expr_host_ip	src/sql/engine/expr/ob_expr_host_ip.cpp,src/sql/engine/expr/ob_expr_host_ip.h	130	oceanbase::sql::ObExprHostIP	yes
src/sql/engine/expr/ob_expr_icu_version	src/sql/engine/expr/ob_expr_icu_version.cpp,src/sql/engine/expr/ob_expr_icu_version.h	113	oceanbase::sql::ObExprICUVersion	yes
src/sql/engine/expr/ob_expr_ifnull	src/sql/engine/expr/ob_expr_ifnull.cpp,src/sql/engine/expr/ob_expr_ifnull.h	203	oceanbase::sql::ObExprIfNull	yes
src/sql/engine/expr/ob_expr_in	src/query/api/query/engine/expr/ob_expr_in.h,src/sql/engine/expr/ob_expr_in.cpp,src/sql/engine/expr/ob_expr_in.h	2260	oceanbase::sql::ObExprIn	yes
src/sql/engine/expr/ob_expr_inet	src/sql/engine/expr/ob_expr_inet.cpp,src/sql/engine/expr/ob_expr_inet.h	1108	oceanbase::sql::ObExprInet6Aton	yes
src/sql/engine/expr/ob_expr_inner_decimal_to_year	src/sql/engine/expr/ob_expr_inner_decimal_to_year.cpp,src/sql/engine/expr/ob_expr_inner_decimal_to_year.h	166	oceanbase::sql::ObExprInnerDecimalToYear	yes
src/sql/engine/expr/ob_expr_inner_decode_like	src/sql/engine/expr/ob_expr_inner_decode_like.cpp,src/sql/engine/expr/ob_expr_inner_decode_like.h	352	oceanbase::sql::ObExprInnerDecodeLike	yes
src/sql/engine/expr/ob_expr_inner_double_to_int	src/sql/engine/expr/ob_expr_inner_double_to_int.cpp,src/sql/engine/expr/ob_expr_inner_double_to_int.h	454	oceanbase::sql::ObExprInnerDoubleToInt	yes
src/sql/engine/expr/ob_expr_inner_info_cols_printer	src/sql/engine/expr/ob_expr_inner_info_cols_printer.cpp,src/sql/engine/expr/ob_expr_inner_info_cols_printer.h	1133	oceanbase::sql::ObExprInnerInfoColsPrivPrinter	yes
src/sql/engine/expr/ob_expr_inner_row_cmp_val	src/sql/engine/expr/ob_expr_inner_row_cmp_val.cpp,src/sql/engine/expr/ob_expr_inner_row_cmp_val.h	154	oceanbase::sql::ObExprInnerRowCmpVal	yes
src/sql/engine/expr/ob_expr_inner_table_option_printer	src/sql/engine/expr/ob_expr_inner_table_option_printer.cpp,src/sql/engine/expr/ob_expr_inner_table_option_printer.h	259	oceanbase::sql::ObExprInnerTableOptionPrinter	yes
src/sql/engine/expr/ob_expr_inner_trim	src/sql/engine/expr/ob_expr_inner_trim.cpp,src/sql/engine/expr/ob_expr_inner_trim.h	117	oceanbase::sql::ObExprInnerTrim	yes
src/sql/engine/expr/ob_expr_insert	src/sql/engine/expr/ob_expr_insert.cpp,src/sql/engine/expr/ob_expr_insert.h	338	oceanbase::sql::ObExprInsert	yes
src/sql/engine/expr/ob_expr_instr	src/sql/engine/expr/ob_expr_instr.cpp,src/sql/engine/expr/ob_expr_instr.h	100	oceanbase::sql::ObExprInstr	yes
src/sql/engine/expr/ob_expr_int2ip	src/sql/engine/expr/ob_expr_int2ip.cpp,src/sql/engine/expr/ob_expr_int2ip.h	192	oceanbase::sql::ObExprInt2ip	yes
src/sql/engine/expr/ob_expr_int_div	src/sql/engine/expr/ob_expr_int_div.cpp,src/sql/engine/expr/ob_expr_int_div.h	495	oceanbase::sql::ObExprIntDiv	yes
src/sql/engine/expr/ob_expr_int_div_result_type	src/sql/engine/expr/ob_expr_int_div_result_type.map	2010	-	yes
src/sql/engine/expr/ob_expr_interval	src/sql/engine/expr/ob_expr_interval.cpp,src/sql/engine/expr/ob_expr_interval.h	271	oceanbase::sql::ObExprInterval	yes
src/sql/engine/expr/ob_expr_ip2int	src/sql/engine/expr/ob_expr_ip2int.cpp,src/sql/engine/expr/ob_expr_ip2int.h	176	oceanbase::sql::ObExprIp2int	yes
src/sql/engine/expr/ob_expr_is	src/sql/engine/expr/ob_expr_is.cpp,src/sql/engine/expr/ob_expr_is.h	788	oceanbase::sql::ObExprIs	yes
src/sql/engine/expr/ob_expr_join_filter	src/sql/engine/expr/ob_expr_join_filter.cpp,src/sql/engine/expr/ob_expr_join_filter.h	539	oceanbase::sql::ObExprJoinFilter	yes
src/sql/engine/expr/ob_expr_json_append	src/sql/engine/expr/ob_expr_json_append.cpp,src/sql/engine/expr/ob_expr_json_append.h	84	oceanbase::sql::ObExprJsonAppend	yes
src/sql/engine/expr/ob_expr_json_array	src/sql/engine/expr/ob_expr_json_array.cpp,src/sql/engine/expr/ob_expr_json_array.h	182	oceanbase::sql::ObExprJsonArray	yes
src/sql/engine/expr/ob_expr_json_array_append	src/sql/engine/expr/ob_expr_json_array_append.cpp,src/sql/engine/expr/ob_expr_json_array_append.h	255	oceanbase::sql::ObExprJsonArrayAppend	yes
src/sql/engine/expr/ob_expr_json_array_insert	src/sql/engine/expr/ob_expr_json_array_insert.cpp,src/sql/engine/expr/ob_expr_json_array_insert.h	215	oceanbase::sql::ObExprJsonArrayInsert	yes
src/sql/engine/expr/ob_expr_json_contains	src/sql/engine/expr/ob_expr_json_contains.cpp,src/sql/engine/expr/ob_expr_json_contains.h	371	oceanbase::sql::ObExprJsonContains	yes
src/sql/engine/expr/ob_expr_json_contains_path	src/sql/engine/expr/ob_expr_json_contains_path.cpp,src/sql/engine/expr/ob_expr_json_contains_path.h	218	oceanbase::sql::ObExprJsonContainsPath	yes
src/sql/engine/expr/ob_expr_json_depth	src/sql/engine/expr/ob_expr_json_depth.cpp,src/sql/engine/expr/ob_expr_json_depth.h	143	oceanbase::sql::ObExprJsonDepth	yes
src/sql/engine/expr/ob_expr_json_extract	src/sql/engine/expr/ob_expr_json_extract.cpp,src/sql/engine/expr/ob_expr_json_extract.h	274	oceanbase::sql::ObExprJsonExtract	yes
src/sql/engine/expr/ob_expr_json_func_helper	src/sql/engine/expr/ob_expr_json_func_helper.cpp,src/sql/engine/expr/ob_expr_json_func_helper.h	2898	oceanbase::sql::ObJsonExprHelper	yes
src/sql/engine/expr/ob_expr_json_insert	src/sql/engine/expr/ob_expr_json_insert.cpp,src/sql/engine/expr/ob_expr_json_insert.h	247	oceanbase::sql::ObExprJsonInsert	yes
src/sql/engine/expr/ob_expr_json_keys	src/sql/engine/expr/ob_expr_json_keys.cpp,src/sql/engine/expr/ob_expr_json_keys.h	221	oceanbase::sql::ObExprJsonKeys	yes
src/sql/engine/expr/ob_expr_json_length	src/sql/engine/expr/ob_expr_json_length.cpp,src/sql/engine/expr/ob_expr_json_length.h	232	oceanbase::sql::ObExprJsonLength	yes
src/sql/engine/expr/ob_expr_json_member_of	src/sql/engine/expr/ob_expr_json_member_of.cpp,src/sql/engine/expr/ob_expr_json_member_of.h	199	oceanbase::sql::ObExprJsonMemberOf	yes
src/sql/engine/expr/ob_expr_json_merge	src/sql/engine/expr/ob_expr_json_merge.cpp,src/sql/engine/expr/ob_expr_json_merge.h	84	oceanbase::sql::ObExprJsonMerge	yes
src/sql/engine/expr/ob_expr_json_merge_patch	src/sql/engine/expr/ob_expr_json_merge_patch.cpp,src/sql/engine/expr/ob_expr_json_merge_patch.h	425	oceanbase::sql::ObExprJsonMergePatch	yes
src/sql/engine/expr/ob_expr_json_merge_preserve	src/sql/engine/expr/ob_expr_json_merge_preserve.cpp,src/sql/engine/expr/ob_expr_json_merge_preserve.h	178	oceanbase::sql::ObExprJsonMergePreserve	yes
src/sql/engine/expr/ob_expr_json_object	src/sql/engine/expr/ob_expr_json_object.cpp,src/sql/engine/expr/ob_expr_json_object.h	221	oceanbase::sql::ObExprJsonObject	yes
src/sql/engine/expr/ob_expr_json_overlaps	src/sql/engine/expr/ob_expr_json_overlaps.cpp,src/sql/engine/expr/ob_expr_json_overlaps.h	280	oceanbase::sql::ObExprJsonOverlaps	yes
src/sql/engine/expr/ob_expr_json_pretty	src/sql/engine/expr/ob_expr_json_pretty.cpp,src/sql/engine/expr/ob_expr_json_pretty.h	177	oceanbase::sql::ObExprJsonPretty	yes
src/sql/engine/expr/ob_expr_json_query	src/sql/engine/expr/ob_expr_json_query.cpp,src/sql/engine/expr/ob_expr_json_query.h	1275	oceanbase::sql::ObExprJsonQuery	yes
src/sql/engine/expr/ob_expr_json_quote	src/sql/engine/expr/ob_expr_json_quote.cpp,src/sql/engine/expr/ob_expr_json_quote.h	184	oceanbase::sql::ObExprJsonQuote	yes
src/sql/engine/expr/ob_expr_json_remove	src/sql/engine/expr/ob_expr_json_remove.cpp,src/sql/engine/expr/ob_expr_json_remove.h	208	oceanbase::sql::ObExprJsonRemove	yes
src/sql/engine/expr/ob_expr_json_replace	src/sql/engine/expr/ob_expr_json_replace.cpp,src/sql/engine/expr/ob_expr_json_replace.h	200	oceanbase::sql::ObExprJsonReplace	yes
src/sql/engine/expr/ob_expr_json_schema_valid	src/sql/engine/expr/ob_expr_json_schema_valid.cpp,src/sql/engine/expr/ob_expr_json_schema_valid.h	270	oceanbase::sql::ObExprJsonSchemaValid	yes
src/sql/engine/expr/ob_expr_json_schema_validation_report	src/sql/engine/expr/ob_expr_json_schema_validation_report.cpp,src/sql/engine/expr/ob_expr_json_schema_validation_report.h	255	oceanbase::sql::ObExprJsonSchemaValidationReport	yes
src/sql/engine/expr/ob_expr_json_search	src/sql/engine/expr/ob_expr_json_search.cpp,src/sql/engine/expr/ob_expr_json_search.h	544	oceanbase::sql::ObExprJsonSearch	yes
src/sql/engine/expr/ob_expr_json_set	src/sql/engine/expr/ob_expr_json_set.cpp,src/sql/engine/expr/ob_expr_json_set.h	250	oceanbase::sql::ObExprJsonSet	yes
src/sql/engine/expr/ob_expr_json_storage_free	src/sql/engine/expr/ob_expr_json_storage_free.cpp,src/sql/engine/expr/ob_expr_json_storage_free.h	176	oceanbase::sql::ObExprJsonStorageFree	yes
src/sql/engine/expr/ob_expr_json_storage_size	src/sql/engine/expr/ob_expr_json_storage_size.cpp,src/sql/engine/expr/ob_expr_json_storage_size.h	184	oceanbase::sql::ObExprJsonStorageSize	yes
src/sql/engine/expr/ob_expr_json_type	src/sql/engine/expr/ob_expr_json_type.cpp,src/sql/engine/expr/ob_expr_json_type.h	282	oceanbase::sql::ObExprJsonType	yes
src/sql/engine/expr/ob_expr_json_unquote	src/sql/engine/expr/ob_expr_json_unquote.cpp,src/sql/engine/expr/ob_expr_json_unquote.h	198	oceanbase::sql::ObExprJsonUnquote	yes
src/sql/engine/expr/ob_expr_json_utils	src/sql/engine/expr/ob_expr_json_utils.cpp,src/sql/engine/expr/ob_expr_json_utils.h	3183	oceanbase::sql::ObJsonUtil	yes
src/sql/engine/expr/ob_expr_json_valid	src/sql/engine/expr/ob_expr_json_valid.cpp,src/sql/engine/expr/ob_expr_json_valid.h	202	oceanbase::sql::ObExprJsonValid	yes
src/sql/engine/expr/ob_expr_json_value	src/sql/engine/expr/ob_expr_json_value.cpp,src/sql/engine/expr/ob_expr_json_value.h	888	oceanbase::sql::ObExprJsonValue	yes
src/sql/engine/expr/ob_expr_keyvalue	src/sql/engine/expr/ob_expr_keyvalue.cpp,src/sql/engine/expr/ob_expr_keyvalue.h	303	oceanbase::sql::ObExprKeyValue	yes
src/sql/engine/expr/ob_expr_last_exec_id	src/sql/engine/expr/ob_expr_last_exec_id.cpp,src/sql/engine/expr/ob_expr_last_exec_id.h	110	oceanbase::sql::ObExprLastExecId	yes
src/sql/engine/expr/ob_expr_last_insert_id	src/sql/engine/expr/ob_expr_last_insert_id.cpp,src/sql/engine/expr/ob_expr_last_insert_id.h	145	oceanbase::sql::ObExprLastInsertID	yes
src/sql/engine/expr/ob_expr_last_trace_id	src/sql/engine/expr/ob_expr_last_trace_id.cpp,src/sql/engine/expr/ob_expr_last_trace_id.h	127	oceanbase::sql::ObExprLastTraceId	yes
src/sql/engine/expr/ob_expr_least	src/sql/engine/expr/ob_expr_least.cpp,src/sql/engine/expr/ob_expr_least.h	436	oceanbase::sql::ObExprLeast	yes
src/sql/engine/expr/ob_expr_left	src/sql/engine/expr/ob_expr_left.cpp,src/sql/engine/expr/ob_expr_left.h	222	oceanbase::sql::ObExprLeft	yes
src/sql/engine/expr/ob_expr_length	src/sql/engine/expr/ob_expr_length.cpp,src/sql/engine/expr/ob_expr_length.h	155	oceanbase::sql::ObExprLength	yes
src/sql/engine/expr/ob_expr_less_equal	src/sql/engine/expr/ob_expr_less_equal.cpp,src/sql/engine/expr/ob_expr_less_equal.h	78	oceanbase::sql::ObExprLessEqual	yes
src/sql/engine/expr/ob_expr_less_than	src/sql/engine/expr/ob_expr_less_than.cpp,src/sql/engine/expr/ob_expr_less_than.h	80	oceanbase::sql::ObExprLessThan	yes
src/sql/engine/expr/ob_expr_like	src/sql/engine/expr/ob_expr_like.cpp,src/sql/engine/expr/ob_expr_like.h	1555	oceanbase::sql::ObExprLike	yes
src/sql/engine/expr/ob_expr_lnnvl	src/sql/engine/expr/ob_expr_lnnvl.cpp,src/sql/engine/expr/ob_expr_lnnvl.h	119	oceanbase::sql::ObExprFuncLnnvl	yes
src/sql/engine/expr/ob_expr_lob_utils	src/query/api/query/engine/expr/ob_expr_lob_utils.h,src/sql/engine/expr/ob_expr_lob_utils.cpp,src/sql/engine/expr/ob_expr_lob_utils.h	967	oceanbase::sql::ObTextStringHelper	yes
src/sql/engine/expr/ob_expr_locate	src/sql/engine/expr/ob_expr_locate.cpp,src/sql/engine/expr/ob_expr_locate.h	105	oceanbase::sql::ObExprLocate	yes
src/sql/engine/expr/ob_expr_lock_func	src/sql/engine/expr/ob_expr_lock_func.cpp,src/sql/engine/expr/ob_expr_lock_func.h	570	oceanbase::sql::ObExprLockFunc	yes
src/sql/engine/expr/ob_expr_log	src/sql/engine/expr/ob_expr_log.cpp,src/sql/engine/expr/ob_expr_log.h	171	oceanbase::sql::ObExprLog	yes
src/sql/engine/expr/ob_expr_log10	src/sql/engine/expr/ob_expr_log10.cpp,src/sql/engine/expr/ob_expr_log10.h	129	oceanbase::sql::ObExprLog10	yes
src/sql/engine/expr/ob_expr_log2	src/sql/engine/expr/ob_expr_log2.cpp,src/sql/engine/expr/ob_expr_log2.h	130	oceanbase::sql::ObExprLog2	yes
src/sql/engine/expr/ob_expr_lower	src/sql/engine/expr/ob_expr_lower.cpp,src/sql/engine/expr/ob_expr_lower.h	407	oceanbase::sql::ObExprLower	yes
src/sql/engine/expr/ob_expr_lrpad	src/sql/engine/expr/ob_expr_lrpad.cpp,src/sql/engine/expr/ob_expr_lrpad.h	798	oceanbase::sql::ObExprBaseLRpad	yes
src/sql/engine/expr/ob_expr_make_set	src/sql/engine/expr/ob_expr_make_set.cpp,src/sql/engine/expr/ob_expr_make_set.h	222	oceanbase::sql::ObExprMakeSet	yes
src/sql/engine/expr/ob_expr_makedate	src/sql/engine/expr/ob_expr_makedate.cpp,src/sql/engine/expr/ob_expr_makedate.h	155	oceanbase::sql::ObExprMakedate	yes
src/sql/engine/expr/ob_expr_maketime	src/sql/engine/expr/ob_expr_maketime.cpp,src/sql/engine/expr/ob_expr_maketime.h	291	oceanbase::sql::ObExprMakeTime	yes
src/sql/engine/expr/ob_expr_map	src/sql/engine/expr/ob_expr_map.cpp,src/sql/engine/expr/ob_expr_map.h	389	oceanbase::sql::ObExprMap	yes
src/sql/engine/expr/ob_expr_map_keys	src/sql/engine/expr/ob_expr_map_keys.cpp,src/sql/engine/expr/ob_expr_map_keys.h	311	oceanbase::sql::ObExprMapKeys	yes
src/sql/engine/expr/ob_expr_md5	src/sql/engine/expr/ob_expr_md5.cpp,src/sql/engine/expr/ob_expr_md5.h	176	oceanbase::sql::ObExprMd5	yes
src/sql/engine/expr/ob_expr_merge_result_type	src/sql/engine/expr/ob_expr_merge_result_type.map	2010	-	yes
src/sql/engine/expr/ob_expr_mid	src/sql/engine/expr/ob_expr_mid.cpp,src/sql/engine/expr/ob_expr_mid.h	66	oceanbase::sql::ObExprMid	yes
src/sql/engine/expr/ob_expr_minus	src/sql/engine/expr/ob_expr_minus.cpp,src/sql/engine/expr/ob_expr_minus.h	1360	oceanbase::sql::ObExprMinus	yes
src/sql/engine/expr/ob_expr_mod	src/sql/engine/expr/ob_expr_mod.cpp,src/sql/engine/expr/ob_expr_mod.h	592	oceanbase::sql::ObExprMod	yes
